datetime,city,state,number,country,shape,duration(seconds),duration(hours/min),comments,dateposted,latitude,longitude
10/16/2011 21:30,athens,ga,1,United States,light,600,10 minutes,Close bright light with hovering trajectory in Athens&#44 GA.,10/19/2011,33.9608333,-83.3780556
10/16/2011 21:45,palmer lake,co,1,United States,chevron,13,13 seconds,Triangle shape moves across sky north of the US Airforce Academy,10/25/2011,39.1222222,-104.9166667
10/16/2011 22:00,clinton,ms,1,United States,circle,120,2 mins,morphing white blinking light that turn into circle of colored lights,10/25/2011,32.3413889,-90.3216667
10/16/2011 22:00,greensboro,nc,1,United States,unknown,60,<1 minute,2 speeding orange-red lights&#44 zigzagging&#44 with one seemingly bouncing off the other a few times.,2/18/2013,36.0725,-79.7922222
10/16/2011 22:30,springdale,ar,1,United States,oval,60,1 min,Big gray mass fly very fast across entire sky.,10/19/2011,36.1866667,-94.1286111
10/16/2012 01:00,rochester,ny,1,United States,teardrop,5,5 seconds,White teardrop light came out of nowhere and disappeared right over LAKE AVE.,10/30/2012,43.1547222,-77.6158333
10/16/2012 02:00,cedar rapids,ia,1,United States,triangle,1800,30 minutes,An object in the sky moved gradually&#44 hovering at times&#44 flashing red&#44 blue and white lights  for 30 + minutes&#44 2 nights in a row.,10/30/2012,42.0083333,-91.6438889
10/16/2012 03:00,englewood,fl,1,United States,light,900,15 minutes,Slowly flashing white light in space or possibly low earth orbit.,10/30/2012,26.9616667,-82.3527778
10/16/2012 05:35,gunnison,co,1,United States,flash,120,1-2 minutes,Strange lights observed at Castle Mountain area of Gunnison,10/30/2012,38.5458333,-106.9247222
10/16/2012 10:00,piney flats,tn,1,United States,cylinder,3600,1+ hour,Rotating cylinder climbing vertically in sky,10/30/2012,36.4194444,-82.3041667
10/16/2012 11:30,johnson city,tn,1,United States,cylinder,3600,1 hour,Observed tube extend from cylinder shaped object on 10/16/2012 on clear day,11/19/2012,36.3133333,-82.3536111
10/16/2012 11:45,johnson city,tn,1,United States,cylinder,420,7 minutes,Silver&#44 slowly rotating&#44 pole shaped object - broad daylight,10/30/2012,36.3133333,-82.3536111
10/16/2012 12:10,johnson city,tn,1,United States,cylinder,1200,20 minutes,Metallic cylindrical object seen hovering over Johnson City&#44 TN.,10/30/2012,36.3133333,-82.3536111
10/16/2012 14:34,st. paul,va,1,United States,sphere,600,10 minutes,Sphere observed in Frying Pan section of Russell Co&#44 VA,10/30/2012,36.9052778,-82.3111111
10/16/2012 15:00,williamson,wv,1,United States,cylinder,7200,2 hours,An object was spotted hovering near Williamson&#44 W.Va. during the daytime witnessed by many.,10/30/2012,37.6741667,-82.2775
10/16/2012 15:30,burlington,ia,1,United States,triangle,360,5-6 minutes,10-23-2012 Burlington Iowa  multiple traingular and saucer shape ufos seen over Mississippi river on 10-16-2012 at 15:30,10/30/2012,40.8075,-91.1127778
10/16/2012 16:30,belfry,ky,1,United States,cylinder,3600,1 hour,Very large mirrored object seen in the sky for over an hour,10/30/2012,37.6202778,-82.2691667
10/16/2012 18:20,tolland,ct,1,United States,circle,60,1 minute,Strange object in the sky following a plane.,10/30/2012,41.8713889,-72.3691667
10/16/2012 19:00,boston,ma,1,United States,light,300,3-5 minutes,I was outside in the parking lot in jamaicaplain neibourhood.It was 7:05pm and it was dark.Accidentally i saw in the sky and the sky wa,10/30/2012,42.3583333,-71.0602778
10/16/2012 19:11,gold coast (australia),Unknown,1,Australia,egg,45,45 seconds,Orb shaped UFO &#44 red and blue flare out,10/30/2012,-28.00029,153.430878
10/16/2012 20:00,myerstown,pa,1,United States,light,30,30 seconds,Yellow orangish lights.,10/30/2012,40.3744444,-76.3030556
10/16/2012 20:10,desert hot springs,Canada,1,United States,other,10800,3 hours,Multiple UFO&#39s and 3 different type of craft observed simultaneously over Joshua Tree National Park and the Coachella Valley&#44 CA.,10/30/2012,33.9611111,-116.5008333
10/16/2012 20:30,orlando,fl,1,United States,sphere,40,30-40 seconds,Orange glowing sphere seen by 4 adults in East Orlando.,10/30/2012,28.5380556,-81.3794444
10/16/2012 20:40,wrightsville beach,nc,1,United States,triangle,20,15-20 seconds,Triangular Shaped Craft over Wrightville Beach&#44 North Carolina,10/30/2012,34.2083333,-77.7966667
10/16/2012 21:00,lyndonville,vt,1,United States,fireball,60,1 minute,2 Orange fireballs floating quickly down rte 5,10/30/2012,44.5336111,-72.0036111
10/16/2012 22:00,wooster,oh,1,United States,rectangle,30,30 seconds,Huge&#44 quiet object over central Ohio,10/30/2012,40.805,-81.9352778
10/16/2012 22:15,atlanta,ga,1,United States,light,15,15 seconds,Verified oddity,10/30/2012,33.7488889,-84.3880556
10/16/2012 22:30,olympia,wa,1,United States,light,2,2 seconds max,Big&#44 bright&#44 white&#44 oval light with a blue flash falling fast in the sky over Olympia&#44 WA,10/30/2012,47.0380556,-122.8994444
10/16/2012 23:30,vineland (canada),on,1,Unknown,triangle,480,8 minutes,Triangle of 3 very bright white lights hovering over Victoria ave and south service road,10/30/2012,43.151355,-79.39277
10/16/2013 00:15,bath,pa,1,United States,light,60,1 minute,Bright&#44 stationary&#44 flickering orange light slowly dimming until no longer visible.,10/23/2013,40.7255556,-75.3944444
10/16/2013 08:40,spencer,in,1,United States,formation,600,10 minutes,Pulsating red lights in formation.,10/23/2013,39.2866667,-86.7625
10/16/2013 18:50,carlisle,pa,1,United States,cigar,420,7 minutes,Straight pink light traveling across sky.,10/23/2013,40.2013889,-77.1891667
10/16/2013 19:05,oakdale,mn,1,United States,formation,600,10 minutes,White in nature - one varied to red.,10/23/2013,44.9630556,-92.9647222
10/16/2013 19:15,new bedford,ma,1,United States,light,600,10 minutes,Multiple orange lights traveling in formation quietly at low speed &amp; seemed to all disappear at the same spot.,10/23/2013,41.6361111,-70.9347222
10/16/2013 19:30,queen creek,az,1,United States,unknown,600,10 minutes,Flashing lights that turned into a steady burning ball and then vanished.,10/23/2013,33.2486111,-111.6336111
10/16/2013 20:15,amelia,oh,1,United States,circle,2,2 seconds,Flash of light than a fast red light across the sky heading southwest.  No tail like a shooting star or comet. Appeared to low and WAY,10/23/2013,39.0283333,-84.2177778
10/16/2013 20:23,sacramento,Canada,1,United States,circle,60,1 minute,2 orb-like craft witnessed over Carmichael area of Sacramento.,10/23/2013,38.5816667,-121.4933333
10/16/2013 20:57,fort worth,tx,1,United States,cylinder,180,3 minutes,Me and a friend of mine were driving down Alemeda St between Westpoint Blvd and Academy Blvd when we saw an orange orb in the sky. Once,10/23/2013,32.7252778,-97.3205556
10/16/2013 21:20,surfside/myrtle beach,sc,1,Unknown,fireball,60,60 seconds,Slow moving firey ball spotted at surfside beach sc.,10/23/2013,33.629974,-78.964882
10/16/2013 21:30,globe,az,1,United States,other,1500,25 minutes,Six objects each consisting of an arc shaped pattern of 7 lights spotted near Globe&#44 AZ.,11-11-13,33.3941667,-110.7858333
10/16/2013 21:40,indianapolis,in,1,United States,circle,300,5 minutes,I was driving West on McGregor Road. I seen two orange balls on light. When the one on the left got close to the one on the right it go,10/23/2013,39.7683333,-86.1580556
10/16/2013 22:30,south weber,ut,1,United States,egg,3,3 seconds,Bright egg shaped green light fly across the sky in 2-3 seconds.,10/23/2013,41.1325,-111.9294444
10/16/2013 22:45,payette,id,1,United States,other,180,3 minutes,My wife and i took two pictures of seven orbs moving slowly across the sky.,10/23/2013,44.0783333,-116.9327778
10/16/2013 22:57,meridian,id,1,United States,formation,300,5 minutes,W Shape Formation&#44 Meridian&#44 ID.,10/23/2013,43.6122222,-116.3905556
10/17/1965 19:15,la jolla,Canada,1,United States,disk,5,4-5 seconds,(Quoting from a report made separatly by each of us less than 1 hour from the happening) &quot;My wife and I saw 4 UFO&#39s flying in half wing,4/16/2005,32.8472222,-117.2733333
10/17/1965 19:15,la jolla,Canada,1,United States,disk,6,about 6 seconds,Four UFO&#39s fly in open daylight&#44 close by&#44 and with no sound whatever.  They did not seem the least bit concerned at being plainly seen,04-01-01,32.8472222,-117.2733333
10/17/1967 23:00,cherokee village,ar,1,United States,circle,2100,35 minutes,Bright light - 12ft Sphere,03-11-06,36.2977778,-91.5158333
10/17/1973 23:30,montgomery,al,1,United States,light,900,15 minutes,Lights appear out of the woods and chase vehicle.,2/14/2008,32.3666667,-86.3
10/17/1975 19:00,greenwich,ct,1,United States,circle,600,10 minuts,i made me feel it was a living thing.  that it was alive,12-12-09,41.0263889,-73.6288889
10/17/1986 17:00,eglin afb,fl,1,Unknown,disk,180,3 minutes,My father and I witnessed a  UFO at Eglin AFB.,11/28/2007,30.463558,-86.553338
10/17/1986 18:00,bartlesville,ok,1,United States,other,600,6-10 minutes,On a fall evening&#44 after returning from a scout meeting I witnessed a object perform some extreemly unusual aerial feats&#44 at at least p,5/24/1999,36.7472222,-95.9805556
10/17/1988 03:30,tinker afb,ok,1,Unknown,chevron,300,5 min,5 chevron shaped craft glowing gold flew over tinker airforcebase in oklahoma,11/28/2007,35.417523,-97.387416
10/17/1988 23:00,charlotte,mi,1,United States,triangle,600,10 min,It was green&#44 floated in the air and landed about a houndred yards away from me. I tried to duck down. I sat there staring at it for ab,05-11-05,42.5636111,-84.8358333
10/17/1989 21:00,san jose,Canada,1,United States,triangle,10,10 sec,Post earthquake flying Triangle gave us a quick visit.,09-09-04,37.3394444,-121.8938889
10/17/1989 22:30,san jose,Canada,1,United States,flash,5,5 seconds,A bright flash illuminated a third of the sky originating from a point like a star.,01-11-02,37.3394444,-121.8938889
10/17/1990 01:30,flagler beach,fl,1,United States,triangle,600,10 min,A silent triangle close enough to hit with a thrown object,9/15/2005,29.4747222,-81.1272222
10/17/1993 18:00,lihue,hi,1,United States,disk,5400,aprox 60 to 90 mins,Hello Mr. Davenport&#44  I&#39m about to share something with you that happened quite a while ago but yet I have never reported this story wi,9/24/2012,21.9811111,-159.3711111
10/17/1994 10:35,kannapolis,nc,1,United States,light,20,20 seconds,brilliant light coming and going,02-08-05,35.4872222,-80.6219444
10/17/1994 21:30,berkshire,ny,1,United States,triangle,600,5-10 minutes,V shaped light formation traveling in a south-west to north-east between Binghamton and Ithaca&#44 NY,11-04-02,42.3041667,-76.1869444
10/17/1995 01:00,brooksville,fl,1,United States,fireball,5,5 seconds,flying fireball streaked past my grandmothers house in the woods 20 feet off the ground moving near 65 mph.,08-11-04,28.555,-82.3880556
10/17/1995 03:15,ponte vedra beach,fl,1,United States,other,180,2-3 minutes,noticed light out of place on way home approached the object was elliptical in shape almost lika football i was apprxmtly 15 yards from,1/28/1999,30.2394444,-81.3858333
10/17/1995 21:38,crescent city,Canada,1,United States,Unknown,300,5 min.,Man witnesses strange white&#44 oval-shaped light being pursued by 2 fast aircraft.  Very high&#44 fast.  Obj dramatically outpaced a/c.,11-02-99,41.7561111,-124.2005556
10/17/1997 20:00,ignacio,co,1,United States,triangle,3600,1 hour,Three triangular shapes with extended &quot;legs&quot; floating southwest over SW Colorado NW New Mexico mountains.,4/14/2009,37.115,-107.6325
10/17/1998 01:30,oxnard/camarillo (from&#44 freeway),Canada,1,Unknown,flash,10,5-10 seconds,We were two driving south to LA on the 101 freeway through Oxnard. Suddenly the sky lit up in green and bluish flashes.,11-01-98,34.150068,-119.214262
10/17/1998 02:17,ottawa (woodroffe &amp; baseline) (canada),on,1,Canada,light,30,30 sec,from centre of Orion&#44 a seemingly far off single point of light&#44 brightness of a star&#44 moved downward to horizon&#44 side to side (about 2,12-02-00,45.416667,-75.7
10/17/1998 03:38,lake stevens,wa,1,United States,light,120,2 minutes,Craft with unusual sound flies over dark and fog shrouded Lake Stevens while being pursued by fast moving car.,11-01-98,48.0152778,-122.0625
10/17/1998 11:30,bridgewater,sd,1,United States,other,300,5 minutes,Broad daylight &#44 clear sky&#44 very strangely moving object-like a child skipping rope,12-07-06,43.5516667,-97.5072222
10/17/1998 15:00,apple valley,Canada,1,United States,sphere,8,7-8 seconds,Canyon Balls in Apple Valley California.,2/16/1999,34.5008333,-117.185
10/17/1998 16:00,pensacola beach,fl,1,United States,fireball,120,approx 2 min.,Perfectly round flame colored object growing larger and then vanishing within an instant.,1/28/1999,30.3333333,-87.1375
10/17/1998 19:00,duluth (around&#44 lawrenceville exit area),ga,1,United States,other,1800,30 minutes,I was driving home on the interstate.  I saw a very large bright light in the sky.  I thought it might have been Venus or a plane.  As,9/28/2002,34.0027778,-84.1447222
10/17/1999 03:30,signal mountain,tn,1,United States,cigar,3600,1 hour,saw bright orange light making qiuck movements&#44followed us for approximitly five miles&#44 intersepted car causing electrical failure in c,10/19/1999,35.1225,-85.3438889
10/17/1999 04:00,moab,ut,1,United States,fireball,5,:05,I saw it through the ceiling of my tent.  It was brighter than anything in the sky.  It was probably a large meteor or fireball as it i,11-02-99,38.5733333,-109.5491667
10/17/1999 07:55,victoria (canada),bc,1,Canada,teardrop,300,5 min approx.,Very bright light observed in eastern sky. After watching for several minutes determined it was moving away from us.,12-02-00,46.216667,-63.483333
10/17/1999 14:00,charlotte,nc,1,United States,cigar,600,10 mins,Cigar shaped craft seen over my home town being chased by a formation of fighter pilots.,07-11-00,35.2269444,-80.8433333
10/17/1999 15:00,jacksonville,fl,1,United States,chevron,1080,18 minutes,Gray Chevron maneuvers and hovers above NFL game,01-11-02,30.3319444,-81.6558333
10/17/1999 15:05,covington,wa,1,United States,changing,1800,30 minutes,While viewing &#39double dotted line&quot; contrail we sighted metallic craft&#44 followed later by more which sometimes appeared like spheres and,11-02-99,47.3483333,-122.1136111
10/17/1999 20:25,melbourne (vic&#44 australia),Unknown,1,Australia,cylinder,1500,25 min,The Craft zipped passed&#44 zipped back&#44 stopped&#44and just stood there for about twenty mins. The wittnesses said they had an eerie feeling,4/15/2000,-37.813938,144.963425
10/17/2000 19:00,napoleonville,la,1,United States,other,5,5sec,31 y/o insurance agent sees a red light shoot into the sky .,12-02-00,29.9402778,-91.0247222
10/17/2000 19:00,yampa,co,1,United States,light,3600,60 min&#44 +,Two extremely bright star-like lights that flashed vivid red and green.,12-02-00,40.1525,-106.9080556
10/17/2000 19:45,oakland park,fl,1,United States,diamond,1,milisecod,Broward County UFO,12-02-00,26.1719444,-80.1322222
10/17/2000 20:30,eureka,Canada,1,United States,light,600,10 minutes,Two bright solid orange lights &#44 slow moving&#44 bright flickering light before vanishing.,12-02-00,40.8022222,-124.1625
